session_id,attempt_id,timestamp,account_id,source_identity,target_identity,pair_id,attack,attack_family,is_adaptive,epsilon,alpha,steps,queries_used,similarity_before,similarity_after_attack,similarity_gain,threshold,threshold_margin,accepted_before,accepted_after_attack,attack_success_before_defense,defense,bypassed_defenses,similarity_after_defense,accepted_after_defense,defense_bypassed,strong_defense_bypassed,defense_success,defense_time_sec,l2,linf,time_sec,risk_score,risk_level,rule_hits,source_file,target_enroll_file,adv_file,perturbation_file
faceauth_sess_000011,vf_54d56c28296e,2026-06-28T09:06:47+09:00,acct_Hugo_Chavez,Ariel_Sharon,Hugo_Chavez,pair_000022,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.1098809614777565,0.39826178550720215,0.28838082402944565,0.47966246581077576,-0.081401,False,False,False,,,,False,False,False,False,,1.109615445137024,0.005000025033950806,0.5024882049999633,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0069.jpg,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0051.jpg,outputs/verification_attacks_facenet/pgd_png/images/Ariel_Sharon_Ariel_Sharon_0069_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Ariel_Sharon_Ariel_Sharon_0069_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000012,vf_8bab08687955,2026-06-28T09:07:24+09:00,acct_Colin_Powell,Ariel_Sharon,Colin_Powell,pair_000023,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.2886335849761963,0.5323866605758667,0.2437530755996704,0.47966246581077576,0.052724,False,True,True,,,,False,False,False,False,,1.0870836973190308,0.005000025033950806,0.5598503339999752,75,high,FA-R001;FA-R005;FA-R006;FA-R008,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0069.jpg,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0179.jpg,outputs/verification_attacks_facenet/pgd_png/images/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000013,vf_f0a88e3a5e70,2026-06-28T09:08:01+09:00,acct_Tony_Blair,George_W_Bush,Tony_Blair,pair_000029,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.2956855893135071,0.567315936088562,0.27163034677505493,0.47966246581077576,0.087653,False,True,True,,,,False,False,False,False,,1.1273244619369507,0.005000025033950806,0.5005706470000177,75,high,FA-R001;FA-R005;FA-R006;FA-R008,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0442.jpg,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0088.jpg,outputs/verification_attacks_facenet/pgd_png/images/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000014,vf_2df363b3d5fd,2026-06-28T09:08:38+09:00,acct_John_Ashcroft,George_W_Bush,John_Ashcroft,pair_000030,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.21204963326454163,0.5459054708480835,0.33385583758354187,0.47966246581077576,0.066243,False,True,True,,,,False,False,False,False,,1.2225273847579956,0.005000025033950806,0.49505832400006966,75,high,FA-R001;FA-R005;FA-R006;FA-R008,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0510.jpg,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0006.jpg,outputs/verification_attacks_facenet/pgd_png/images/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000015,vf_a153bf8855db,2026-06-28T09:09:15+09:00,acct_Junichiro_Koizumi,Hugo_Chavez,Junichiro_Koizumi,pair_000032,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.19204261898994446,0.5006264448165894,0.3085838258266449,0.47966246581077576,0.020964,False,True,True,,,,False,False,False,False,,1.1815308332443237,0.005000025033950806,0.49698002200000246,68,high,FA-R002;FA-R005;FA-R006;FA-R008,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0046.jpg,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0040.jpg,outputs/verification_attacks_facenet/pgd_png/images/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000016,vf_5c3a9a982d61,2026-06-28T09:09:52+09:00,acct_Tony_Blair,John_Ashcroft,Tony_Blair,pair_000034,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.1947551965713501,0.4764055013656616,0.2816503047943115,0.47966246581077576,-0.003257,False,False,False,,,,False,False,False,False,,1.146426796913147,0.005000025033950806,0.49228505899998254,28,low,FA-R002;FA-R005;FA-R006,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0013.jpg,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0088.jpg,outputs/verification_attacks_facenet/pgd_png/images/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000017,vf_86a52baeaa58,2026-06-28T09:10:29+09:00,acct_Hugo_Chavez,Gerhard_Schroeder,Hugo_Chavez,pair_000036,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.19197498261928558,0.502419114112854,0.3104441314935684,0.47966246581077576,0.022757,False,True,True,,,,False,False,False,False,,1.195314884185791,0.005000025033950806,0.49646647199995186,68,high,FA-R002;FA-R005;FA-R006;FA-R008,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0084.jpg,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0032.jpg,outputs/verification_attacks_facenet/pgd_png/images/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Gerhard_Schroeder_Gerhard_Schroeder_0084_to_Hugo_Chavez_Hugo_Chavez_0032_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000018,vf_7297b5f8ccec,2026-06-28T09:11:06+09:00,acct_George_W_Bush,Colin_Powell,George_W_Bush,pair_000037,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.11188715696334839,0.4369744658470154,0.325087308883667,0.47966246581077576,-0.042688,False,False,False,,,,False,False,False,False,,1.214977502822876,0.005000025033950806,0.5105819509999492,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0077.jpg,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0454.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0077_to_George_W_Bush_George_W_Bush_0454_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0077_to_George_W_Bush_George_W_Bush_0454_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000019,vf_26092c6614f6,2026-06-28T09:11:43+09:00,acct_Donald_Rumsfeld,Junichiro_Koizumi,Donald_Rumsfeld,pair_000041,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.04437928646802902,0.22532305121421814,0.26970233768224716,0.47966246581077576,-0.254339,False,False,False,,,,False,False,False,False,,1.1593682765960693,0.005000025033950806,0.5241801299999906,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0049.jpg,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0082.jpg,outputs/verification_attacks_facenet/pgd_png/images/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Donald_Rumsfeld_Donald_Rumsfeld_0082_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Donald_Rumsfeld_Donald_Rumsfeld_0082_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000020,vf_ff266abf491f,2026-06-28T09:12:20+09:00,acct_Hugo_Chavez,Colin_Powell,Hugo_Chavez,pair_000043,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.09773245453834534,0.15236054360866547,0.2500929981470108,0.47966246581077576,-0.327302,False,False,False,,,,False,False,False,False,,1.1406276226043701,0.005000025033950806,0.5039050369999813,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0223.jpg,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0046.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0223_to_Hugo_Chavez_Hugo_Chavez_0046_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0223_to_Hugo_Chavez_Hugo_Chavez_0046_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000021,vf_7371df6621f4,2026-06-28T09:12:57+09:00,acct_George_W_Bush,Gerhard_Schroeder,George_W_Bush,pair_000044,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.19129431247711182,0.4758355915546417,0.2845412790775299,0.47966246581077576,-0.003827,False,False,False,,,,False,False,False,False,,1.1711610555648804,0.005000025033950806,0.5320469320000711,28,low,FA-R002;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0063.jpg,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0434.jpg,outputs/verification_attacks_facenet/pgd_png/images/Gerhard_Schroeder_Gerhard_Schroeder_0063_to_George_W_Bush_George_W_Bush_0434_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Gerhard_Schroeder_Gerhard_Schroeder_0063_to_George_W_Bush_George_W_Bush_0434_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000022,vf_37cb93873e33,2026-06-28T09:13:34+09:00,acct_Hugo_Chavez,George_W_Bush,Hugo_Chavez,pair_000045,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.034062452614307404,0.3861693739891052,0.3521069213747978,0.47966246581077576,-0.093493,False,False,False,,,,False,False,False,False,,1.2036614418029785,0.005000025033950806,0.5185268879999967,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0099.jpg,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0053.jpg,outputs/verification_attacks_facenet/pgd_png/images/George_W_Bush_George_W_Bush_0099_to_Hugo_Chavez_Hugo_Chavez_0053_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/George_W_Bush_George_W_Bush_0099_to_Hugo_Chavez_Hugo_Chavez_0053_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000023,vf_8d68c6401bba,2026-06-28T09:14:11+09:00,acct_Junichiro_Koizumi,Donald_Rumsfeld,Junichiro_Koizumi,pair_000049,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,-0.030874935910105705,0.3252224326133728,0.3560973685234785,0.47966246581077576,-0.15444,False,False,False,,,,False,False,False,False,,1.2003881931304932,0.005000025033950806,0.5108875570000464,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0061.jpg,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0058.jpg,outputs/verification_attacks_facenet/pgd_png/images/Donald_Rumsfeld_Donald_Rumsfeld_0061_to_Junichiro_Koizumi_Junichiro_Koizumi_0058_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Donald_Rumsfeld_Donald_Rumsfeld_0061_to_Junichiro_Koizumi_Junichiro_Koizumi_0058_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000024,vf_3580848f4e60,2026-06-28T09:14:48+09:00,acct_John_Ashcroft,Colin_Powell,John_Ashcroft,pair_000052,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.13566207885742188,0.3853919804096222,0.24972990155220032,0.47966246581077576,-0.09427,False,False,False,,,,False,False,False,False,,1.1912726163864136,0.005000025033950806,0.5215757649999659,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0050.jpg,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0008.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0050_to_John_Ashcroft_John_Ashcroft_0008_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0050_to_John_Ashcroft_John_Ashcroft_0008_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000025,vf_fe4d97ee7f9a,2026-06-28T09:15:25+09:00,acct_Jean_Chretien,John_Ashcroft,Jean_Chretien,pair_000053,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.03062933310866356,0.31297481060028076,0.2823454774916172,0.47966246581077576,-0.166688,False,False,False,,,,False,False,False,False,,1.146426796913147,0.005000025033950806,0.5093690639999977,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0013.jpg,data/processed/lfw_identity_10/test/Jean_Chretien/Jean_Chretien_0040.jpg,outputs/verification_attacks_facenet/pgd_png/images/John_Ashcroft_John_Ashcroft_0013_to_Jean_Chretien_Jean_Chretien_0040_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/John_Ashcroft_John_Ashcroft_0013_to_Jean_Chretien_Jean_Chretien_0040_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000026,vf_9dc3e9a8ee48,2026-06-28T09:16:02+09:00,acct_John_Ashcroft,Donald_Rumsfeld,John_Ashcroft,pair_000054,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.22124281525611877,0.495604544878006,0.2743617296218872,0.47966246581077576,0.015942,False,True,True,,,,False,False,False,False,,1.1993019580841064,0.005000025033950806,0.5013339579999183,68,high,FA-R002;FA-R005;FA-R006;FA-R008,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0091.jpg,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0026.jpg,outputs/verification_attacks_facenet/pgd_png/images/Donald_Rumsfeld_Donald_Rumsfeld_0091_to_John_Ashcroft_John_Ashcroft_0026_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Donald_Rumsfeld_Donald_Rumsfeld_0091_to_John_Ashcroft_John_Ashcroft_0026_facenet_eps0.005_a0.001_s10_perturbation.png
faceauth_sess_000027,vf_7730f9e1edc6,2026-06-28T09:16:39+09:00,acct_Donald_Rumsfeld,Ariel_Sharon,Donald_Rumsfeld,pair_000056,targeted_pgd_facenet_verification,pgd,False,0.005,0.001,10,,0.10936132818460464,0.3927594721317291,0.2833981439471245,0.47966246581077576,-0.086903,False,False,False,,,,False,False,False,False,,1.1863934993743896,0.005000025033950806,0.5061501300000373,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0042.jpg,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0006.jpg,outputs/verification_attacks_facenet/pgd_png/images/Ariel_Sharon_Ariel_Sharon_0042_to_Donald_Rumsfeld_Donald_Rumsfeld_0006_facenet_eps0.005_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Ariel_Sharon_Ariel_Sharon_0042_to_Donald_Rumsfeld_Donald_Rumsfeld_0006_facenet_eps0.005_a0.001_s10_perturbation.png
